BIN,JOB_SETUP,LOGO/PRODUCT CODE, ARTWORK NO.,Printing Front,Ribbon Front,Printing Back,Ribbon Back
607847,JIO_PAY_817704_DI,RuPay_TRG_Platinum_Debit_Physical,R01188,DG,Black,DG/Indent,Black
